oldcode,_type_,_freq_,pctsch14_1960,pctsch5_34_1960,pct_hsormore_25plus_1960,pop14_17_1960,pop5_34_1960,pop25plus_1960,povrate60
28046,0,1,0,.61079,53.3,105,519,608,20.21997
28047,0,1,96.4,.6495042,37.1,423,2622,3914,37.888
28048,0,1,95.5,.6265378,39.9,742,4552,7103,28.48521
28049,0,1,96.1,.6042502,38.8,390,2494,3837,42.40566
28050,0,1,94.9,.5917273,43.9,408,2611,3984,21.49235
28051,0,1,83.8,.51766,52.6,507,3624,4353,21.89371
28052,0,1,0,.4615385,42.9,127,715,945,36.83536
28053,0,1,89.9,.5133524,54.4,470,4194,3878,11.67537
28054,0,1,97.1,.652562,34.5,940,5601,7568,37.23697
28055,0,1,92.8,.541265,60.1,7465,75100,83605,13.667
28056,0,1,95.5,.5740308,50,1948,12846,15830,20.81586
28057,0,1,0,.6,40.8,81,470,621,23.00885
28058,0,1,0,.5611814,46.9,90,474,611,30.86844
28059,0,1,0,.48,43.1,57,325,415,18.65966
28060,0,1,94.6,.5668927,40.3,1422,10173,15124,23.45457
28061,0,1,95.6,.6133104,43.5,582,3486,4894,34.3966
28062,0,1,92.2,.6033729,38.2,516,3202,3913,25.71757
28063,0,1,98.7,.565825,33.5,337,2218,3405,37.35027
28064,0,1,98.8,.6776643,45.8,608,3819,5344,35.66922
28065,0,1,95,.5744617,44.8,545,3344,4893,28.50566
28066,0,1,90.8,.5696166,42.8,1129,6859,9749,27.04767
28067,0,1,96.6,.6083881,41.2,328,1979,3392,43.25971
28068,0,1,97.7,.6175836,47.5,344,1854,2309,23.07866
28069,0,1,96.5,.5492079,50.3,594,4166,5697,20.76412
28070,0,1,95.5,.6397499,34.7,625,3678,4927,40.36982
28071,0,1,94.3,.6009025,44,1488,11080,12798,23.66622
28072,0,1,96,.6556971,47.3,443,2826,4373,29.2666
28073,0,1,96.7,.5818561,50,781,5754,7250,19.84229
28074,0,1,92.3,.564486,42.5,967,5350,8535,30.20758
28075,0,1,0,.5689046,42.5,165,1132,1458,30.94874
28076,0,1,95.5,.6346154,43.6,703,4680,8015,28.73421
28077,0,1,89.4,.4571512,61.3,1618,17165,14554,13.51081
28078,0,1,94,.6146355,42.4,1041,7188,10276,28.30092
28079,0,1,93.9,.5729743,44.6,2320,16081,18059,23.24814
28080,0,1,97.5,.6574523,40.3,860,6186,7492,34.27601
28081,0,1,92.9,.5959368,46.7,621,3987,4988,23.14986
28082,0,1,94.7,.6148618,36.9,375,2207,3114,38.94257
28083,0,1,0,.6048318,41.5,193,1159,1422,20.42809
28084,0,1,97.2,.6301041,32.9,427,2498,3291,38.11206
28085,0,1,96.2,.6303169,36.8,582,3503,5664,35.4603
28086,0,1,0,.6468085,48.6,93,470,616,28.65221
28087,0,1,89.2,.6092995,34.7,509,3312,3869,42.0442
28088,0,1,98.9,.6337869,38.5,429,2646,3951,36.18683
28089,0,1,93.7,.5860456,41.8,728,5346,6891,23.00863
28090,0,1,96.1,.6628536,45.3,595,4808,5223,28.73476
28091,0,1,98.7,.6177215,41.1,428,2370,3837,32.50794
28092,0,1,0,.5166113,43,94,602,686,28.70066
28093,0,1,95.2,.5693814,47.5,894,5722,8052,24.93284
29001,0,1,82.6,.4767642,46.5,571,4067,4475,17.65868
29002,0,1,89.3,.4952408,53.5,6861,60304,70185,11.50625
29003,0,1,94.5,.5359689,59,213,1543,2095,14.63557
29004,0,1,96,.593597,47.1,788,5310,6851,14.99315
29005,0,1,0,.3957447,40.8,22,235,395,14.28571
29006,0,1,0,.5302013,33.1,42,298,524,29.32432
29007,0,1,96,.4911382,46.7,313,2539,3251,15.95875
29008,0,1,0,.5723172,45,83,643,942,21.49274
29009,0,1,95.8,.5880184,42.1,188,1085,1295,34.41955
29010,0,1,95.5,.5112835,45.7,405,2836,3318,18.67966
29011,0,1,93.5,.5940627,39.6,445,2998,3301,14.68612
29012,0,1,84.6,.4524675,42.7,213,1925,2645,19.50502
29013,,,,,,,,,11.56311
29014,0,1,0,.5659259,45.4,198,1350,1880,15.8867
29015,0,1,0,.7727273,62.4,38,198,381,10.72125
29016,0,1,94.5,.5590358,57.9,4373,38248,49218,11.1145
29017,0,1,96.7,.5692045,43.2,687,4689,5134,18.44057
30001,0,1,80.9,.5173588,43.1,1800,12328,16889,15.03173
30002,0,1,93.1,.5697127,48.4,990,6161,9727,25.04649
30003,0,1,85.1,.5173328,44.1,2751,19241,24747,13.82255
30004,0,1,87,.5720953,35.2,2373,16284,20973,15.47264
30005,0,1,90,.6218498,47.1,3107,22737,26543,20.02801
30006,0,1,84,.522388,38.7,10540,76782,103221,12.82508
30007,0,1,87.9,.5396098,45.3,3743,28137,40459,14.54545
30008,0,1,86.6,.4877548,49.7,5875,45773,54206,14.74411
30009,0,1,86.5,.5507489,42.3,3515,28109,32411,13.39541
30010,0,1,85.2,.5429372,40.3,1934,12134,16205,18.99147
31001,0,1,87.3,.5243657,33.3,8820,62239,101066,22.77329
31002,0,1,92.7,.5847005,49.1,46093,330482,468340,5.378932
31003,0,1,80.9,.4177331,44.6,12554,117994,112718,12.25019
31004,0,1,87.8,.5260413,36.8,23426,171631,226878,12.0772
31005,0,1,80.3,.4904799,34.4,2944,19065,30103,22.03668
31006,0,1,86.9,.512993,31.1,6722,47410,62020,20.89878
31007,0,1,87.1,.5194012,40.2,51339,383559,571713,13.79936
31008,0,1,89.2,.5243942,36.7,8299,62638,74409,13.58724
31009,0,1,83,.4959795,28.9,34065,252577,379642,12.91426
31010,0,1,79.6,.5401583,41.2,3622,23121,31959,13.73369
31011,0,1,89,.5423712,39.8,14415,117049,158737,11.96779
31012,0,1,88.2,.5408093,41.4,23414,203042,242673,7.67433
31013,0,1,89.5,.5355468,46,18746,146286,192700,13.79294
31014,0,1,93,.5657213,52.4,15384,115366,151514,6.575052
31015,0,1,89.2,.5166875,40.4,5782,46442,63151,17.36638
31016,0,1,86.3,.5287297,32.1,22560,171008,247228,11.62632
31017,0,1,88.8,.5271835,36.6,3929,27296,32182,17.4154
31018,0,1,91.9,.5373991,47,8216,63785,84054,7.35635
31019,0,1,89.4,.5379799,43,3133,21722,28090,15.08345
31020,0,1,92.8,.5724012,47.8,30073,211937,303878,7.523149
31021,0,1,89.9,.5418267,36.2,3723,26813,37521,15.67636
32001,0,1,89.2,.5262765,57.1,16008,136814,126333,18.96403
32002,0,1,91.3,.5744843,29.9,209,1309,1465,37.70891
32003,0,1,84,.4424442,49.6,3537,30996,26663,25.30099
32004,0,1,93.7,.5774008,37.1,1239,6602,7032,36.53186
32005,0,1,88.2,.45326,46.3,2020,16902,15699,28.47754
32006,0,1,98,.5728302,35.5,205,1325,1611,38.64091
32007,0,1,86.3,.5183548,41.7,3799,33942,26157,31.96353
32008,0,1,88.3,.5387052,40.6,3807,26198,24639,23.80803
32009,0,1,93.6,.6002793,37.5,1463,9309,9404,35.15882
32010,0,1,86.6,.5720736,24.5,457,2879,2485,52.86516
32011,0,1,0,.6013746,41.6,147,873,998,44.51728
32012,0,1,91.8,.5520033,35.8,388,2471,2464,31.51622
32013,0,1,89.2,.4882487,44.8,3513,29018,26019,15.99675
32014,0,1,94,.5943234,38.2,633,3488,4241,36.68128
32015,0,1,97.6,.6073459,80.4,798,6861,6535,2.163443
32016,0,1,86.5,.5735203,38.6,752,4849,4825,38.85709
32017,0,1,79.2,.5547842,27.8,2790,21320,14693,48.58546
32018,0,1,91.3,.6518325,16.7,580,3056,2628,80.23009
32019,0,1,87.1,.4683959,54.1,2148,20472,16878,20.90477
32020,0,1,87.6,.6099093,35.2,980,5732,6341,35.01793
32021,0,1,73.5,.5274885,23.2,2038,13060,10242,61.01934
32022,0,1,92.3,.6442605,41.4,1187,8093,8116,27.72353
32023,0,1,82.5,.6160761,22,1192,7676,5824,71.36343
32024,0,1,86.1,.5002198,43.9,3656,29567,23166,29.71825
32025,0,1,87.7,.6449798,27.3,1946,11912,10725,59.7028
32026,0,1,87.2,.5447543,48.6,3076,22590,22194,32.35197
32027,0,1,89.1,.4916176,33.1,347,2207,4240,40.94174
32028,0,1,90.5,.568474,34.4,775,5367,4583,48.74452
32029,0,1,88.7,.6408232,24.9,1441,8358,7015,72.77721
32030,0,1,89.4,.5736102,29.7,570,3274,3044,47.96822
32031,0,1,98.3,.5834842,39,478,2761,3265,32.93464
32032,0,1,84.9,.5073223,36.5,2893,21783,16687,30.9514
33001,0,1,89.4,.5650674,44.3,14971,114151,163111,14.16631
33002,0,1,92.9,.6475931,43.5,3069,20919,23113,24.40256
33003,0,1,86.1,.4892374,32.9,80425,596510,890427,16.63942
33004,0,1,90.9,.5476611,42.1,12158,92864,123010,11.16212
33005,0,1,89.7,.5893108,39.3,5143,35606,44858,18.961
33006,0,1,92.1,.5903701,36.4,4709,32046,42267,18.16378
33007,0,1,90.7,.5714402,38.2,8706,61457,85225,15.75469
33008,0,1,88.1,.5590329,42.6,5971,43967,55259,15.72368
33009,0,1,91.5,.5922473,41.7,2970,18987,24102,18.89773
33010,0,1,85.1,.4780572,37.4,4199,37142,36445,23.45935
33011,0,1,89.4,.5637789,37.5,3268,19254,28704,18.02617
33012,0,1,89.3,.5990026,40.6,2737,19050,22004,16.9684
33013,0,1,91.3,.5987716,40.7,3143,18887,24807,23.2275
33014,0,1,85.1,.4969533,39.1,8860,73687,108417,12.31299
33015,0,1,90.6,.5499958,37.7,61079,465149,615750,12.45706
33016,0,1,85.9,.5687602,37,2395,15365,19752,25.79885
33017,0,1,86.9,.5726401,32.5,3150,19927,24183,30.50274
33018,0,1,88.6,.5755902,33.5,3218,20459,31175,18.05222
33019,0,1,91,.5671322,41.9,3529,24273,30025,13.76668
33020,0,1,81.8,.5389817,34.1,2132,12570,19070,19.3742
33021,0,1,86.1,.5953928,38.9,293,1693,2568,23.13222
33022,0,1,90.6,.5751996,35.7,4110,27806,38909,16.35439
33023,0,1,87.2,.5687891,39.3,5818,37833,49676,20.27407
33024,0,1,83.8,.4889345,32.4,146495,1117031,1611158,17.18403
33025,0,1,86.7,.5682031,34.8,1571,10674,12137,26.54767
33026,0,1,85.3,.5608904,40.3,2977,20036,24524,17.07237
33027,0,1,89.3,.6119149,41.7,3579,25850,28471,19.08638
33028,0,1,91.3,.5601313,43.5,32845,251034,344258,9.842957
33029,0,1,90.2,.570412,33.3,3193,22205,36144,18.36667
33030,0,1,94,.6213655,55.6,81496,591655,727705,5.289818
33031,0,1,82.4,.4294175,42.4,68193,654426,1166517,24.04963
33032,0,1,91,.5421344,38.6,14469,111085,133641,10.14071
33033,0,1,85.6,.5385447,38.7,15475,114685,152707,14.01038
33034,0,1,90.9,.5556195,47.5,23259,191066,238473,11.25471
33035,0,1,93.5,.5760661,43.2,4120,29757,38641,15.164
33036,0,1,89.5,.5500339,37.4,11267,79526,107382,15.61399
33037,0,1,87.2,.5542651,34.1,2295,14982,19386,17.36371
33038,0,1,89.7,.5910246,36.1,5739,39352,46248,18.48645
33039,0,1,93.2,.642567,41.2,3508,22407,29842,22.93665
33040,0,1,92.5,.5675193,47.3,1917,13448,18616,10.95685
33041,0,1,89.1,.517884,42.6,97901,729787,1158462,8.050292
33042,0,1,89.2,.5950946,38.6,8551,61728,82307,15.65891
33043,0,1,87.5,.5421485,39.6,13837,99185,128162,9.239089
33044,0,1,89.2,.5419243,47.4,7616,62267,78233,8.566895
33045,0,1,88,.6042464,37,7557,53551,57148,22.78231
33046,0,1,88.5,.5760134,39.8,5551,39447,50351,17.21275
33047,0,1,92.9,.5685608,48,8765,62069,93848,13.1257
33048,0,1,92.7,.608522,34.7,1573,9763,12969,26.78002
33049,0,1,87.9,.5767629,39.2,1101,6722,8248,20.1903
33050,0,1,91.2,.5692238,36.7,1938,13218,19024,16.29602
33051,0,1,93.6,.5843931,40.3,6346,42776,54933,19.72593
33052,0,1,90.7,.5430288,43.4,35453,300334,376684,9.932737
33053,0,1,89.8,.5713821,37.4,2837,18436,27545,20.30297
33054,0,1,90.9,.5581146,44.3,2416,17715,20177,17.16911
33055,0,1,93,.6817681,56.9,3852,35361,32527,15.75976
33056,0,1,88.2,.5175348,37.1,6514,51241,70289,15.79737
33057,0,1,92.7,.5901595,43,2697,18312,25652,21.65548
33058,0,1,86.8,.532796,36.2,3158,21466,26953,22.18833
33059,0,1,80.1,.5038434,34.6,4530,30442,38790,17.00628
33060,0,1,93.1,.5705975,54.6,47692,335727,495529,7.949345
33061,0,1,87.5,.5533277,36.8,2203,15311,20112,17.37491
33062,0,1,86.9,.587897,38.9,1245,7998,10661,23.38812
34001,0,1,84.8,.4916714,35.3,5910,42744,45772,23.39498
34002,0,1,81.7,.4759743,21.1,1239,7929,8058,34.89651
34003,0,1,81.5,.5085635,22.4,564,3620,4353,49.33673
34004,0,1,86.1,.5832598,27.1,2244,12473,12128,59.31553
34005,0,1,76.2,.4929431,20.6,1608,9636,10457,55.59979
34006,0,1,79.3,.5555022,23.9,1089,6243,6066,57.24355
34007,0,1,87.8,.5675753,25.8,2995,17351,18454,61.40871
34008,0,1,79.9,.5403651,21.8,2164,12325,11401,64.87823
34009,0,1,86.6,.5842682,21.2,2774,15154,13142,62.59098
34010,0,1,76.9,.5132363,20.8,1776,10237,9898,59.54552
34011,0,1,84.3,.5057746,40.5,8784,58619,75031,31.46442
34012,0,1,84.9,.4799538,25.7,3928,25965,28647,31.45849
34013,0,1,85.7,.4910086,27.8,4892,32698,37181,27.01078
34014,0,1,77.9,.4649918,25.2,3827,26151,24484,35.59875
34015,0,1,87.3,.5564334,23.6,470,2658,2814,55.31245
34016,0,1,83.3,.4158373,36.7,2080,16379,15727,36.95235
34017,0,1,81,.5243177,21.7,1816,10589,9155,55.41543
34018,0,1,82.9,.483914,34.3,5340,37486,37951,24.6305
34019,0,1,84.1,.5125746,26.6,2216,13241,14073,40.92824
34020,0,1,85.7,.5575311,22,1505,7874,8627,58.66975
34021,0,1,79.6,.524329,26.3,970,5775,5857,57.32204
34022,0,1,83.3,.5559468,21.2,518,2556,2956,68.26849
34023,0,1,79.6,.4990516,29.8,5212,33215,33746,39.73095
34024,0,1,84.2,.5497612,23.9,4513,25753,22992,57.42373
34025,0,1,82.3,.4274692,36.7,3628,32014,26876,44.46166
34026,0,1,76.2,.3624135,42.8,8796,89580,61052,41.16074
34027,0,1,89.6,.517253,24.9,521,2956,3699,43.88344
34028,0,1,87.3,.4767123,28.4,430,2555,3419,43.597
34029,0,1,82.6,.460527,28.3,5830,40458,41584,27.75183
34030,0,1,80.8,.4677678,24.9,1218,8113,9114,33.87738
34031,0,1,82.5,.531203,24.4,3555,20591,19557,62.38121
34032,0,1,86,.5512269,37.3,7123,55830,59468,29.49446
34033,0,1,77.8,.5157812,26.5,4568,27913,25529,57.94262
34034,0,1,86.1,.4779842,39.8,11533,94909,101153,22.93268
34035,0,1,82.1,.5517431,25.4,2443,14514,14121,59.74353
34036,0,1,79.3,.4822664,25.1,9189,64172,66167,29.33053
34037,0,1,77.3,.493105,26.3,768,4496,4683,61.61017
34038,0,1,78.7,.5217921,16.2,612,3281,3153,56.23375
34039,0,1,77,.4801647,26.1,2809,16511,16977,52.56042
34040,0,1,83.1,.5651212,21.6,1533,9037,7278,73.68549
34041,0,1,86.2,.4938651,40.2,15282,123637,130031,23.22389
34042,0,1,78.1,.5239717,22.2,5077,30536,27719,61.17772
34043,0,1,84.6,.525035,24.4,4057,24985,23752,52.25846
34044,0,1,84.1,.4926327,32.4,2939,19410,21429,31.5816
34045,0,1,88.1,.5175917,37,2539,16343,20707,33.74309
34046,0,1,86.5,.5704002,27.4,1953,11669,10738,59.14669
34047,0,1,79.3,.5302755,24.2,1406,8786,6984,63.3279
34048,0,1,78.3,.5279815,23.3,444,2591,3090,68.07997
34049,0,1,85.9,.4974861,31.5,4376,30431,33465,32.26231
34050,0,1,85,.5886236,27.1,1474,9089,9019,51.1729
34051,0,1,86.9,.5509689,22.1,5695,32098,31729,56.98075
34052,0,1,86.9,.5536272,23.1,990,5762,5022,63.39993
34053,0,1,83.5,.4799441,36.4,2053,13587,13438,37.66893
34054,0,1,82.3,.5006383,30,4499,28983,26837,50.7877
34055,0,1,79.1,.4959702,26.1,2224,14517,15019,36.67226
34056,0,1,84.1,.4981655,24,2051,13355,14135,40.21492
34057,0,1,81.4,.5150263,20.8,1296,7021,8091,57.24817
34058,0,1,75.6,.5649554,20.6,1427,8629,8837,58.38605
34059,0,1,85.5,.5669169,25,2539,14122,12537,64.49486
34060,0,1,86,.4806084,47.8,16321,135574,143878,24.68117
34061,0,1,79.8,.4958425,21.6,1244,6855,7391,53.69103
34062,0,1,75.3,.4991077,25.7,1482,8966,9425,46.74398
34063,0,1,79.4,.50233,33.5,3022,17811,18917,43.242
34064,0,1,81.6,.526967,26.9,5228,31279,29636,54.62598
34065,0,1,87.9,.5183123,38,5165,34130,38910,36.42181
34066,0,1,79.4,.5487512,21.7,2434,13733,12413,67.04299
34067,0,1,65.6,.2771598,46.7,4482,54842,28775,40.25433
34068,0,1,83.6,.6145384,46.2,2381,24542,19906,34.6404
34069,0,1,83.8,.544364,25.7,790,4835,4917,54.25182
34070,0,1,82.2,.5243377,31.7,1896,12532,13105,44.78785
34071,0,1,77.6,.5318211,23.7,1732,9302,8975,62.38837
34072,0,1,88.4,.5521616,25.1,776,4256,4770,61.74171
34073,0,1,83.3,.5126979,25,2215,13388,12990,47.05704
34074,0,1,82.1,.5673577,29.2,5419,37479,32339,59.36287
34075,0,1,85.5,.5227846,32.5,932,5157,6406,45.28789
34076,0,1,84.1,.4710738,27.1,4525,30526,32944,27.61705
34077,0,1,87,.5475093,26.1,3427,19512,19948,43.63969
34078,0,1,77.7,.5478239,24.3,7990,48114,38197,65.97923
34079,0,1,81.2,.4750447,24,4974,33540,37361,33.95369
34080,0,1,86.2,.5177517,33.1,5659,38785,46419,28.50047
34081,0,1,84.3,.5157729,26.9,3542,21556,24570,41.24569
34082,0,1,84.8,.5485584,23.9,4246,24486,23503,60.76
34083,0,1,82.4,.5905524,23.2,2314,13252,11454,59.76548
34084,0,1,84.6,.5164505,29,3013,19969,22158,30.40365
34085,0,1,79,.465449,20.3,1812,11114,11606,39.32084
34086,0,1,81.8,.4786564,25.6,3673,23965,25719,36.10609
34087,0,1,90.7,.5588808,20.6,765,4110,4270,61.61494
34088,0,1,88.3,.5150331,36.6,1308,8448,8249,38.98273
34089,0,1,84.3,.5915359,21,426,2103,2292,68.62578
34090,0,1,79.7,.5117511,28.9,3667,22849,22216,40.1743
34091,0,1,80.6,.5282652,25.6,2625,15956,16139,54.37306
34092,0,1,87.3,.5140407,46.8,10577,87104,88726,31.60935
34093,0,1,85.1,.5899367,25.1,1938,9957,9235,67.36153
34094,0,1,81.4,.5613103,24,1144,6777,6447,51.76188
34095,0,1,77.4,.5975835,30.6,1353,9187,8690,55.47097
34096,0,1,84.6,.4679918,33.5,5830,43114,40132,52.96768
34097,0,1,82.2,.4976889,21.6,3759,23149,22904,50.27771
34098,0,1,78.5,.5092899,26.3,4553,29979,28346,54.54463
34099,0,1,81.5,.4660237,23.2,1781,11199,12354,33.96243
34100,0,1,77,.5186247,21.7,1259,6980,7292,58.14404
35001,0,1,88.3,.5614871,39.2,385,2098,2290,26.75706
35002,0,1,98.3,.6630605,38.6,1153,7672,8758,24.15471
35003,0,1,92.9,.596778,34.2,777,4283,4917,38.5323
35004,0,1,0,.6241787,33.6,120,761,735,46.51493
35005,0,1,96.5,.630401,37.9,941,5138,5998,21.20578
35006,0,1,93,.5351745,38.3,287,1919,2167,23.32231
35007,0,1,94.7,.5718085,36,473,2632,3213,33.11313
35008,0,1,90.2,.5155626,48.4,2122,17028,17265,19.1739
35009,0,1,94.4,.5875328,53.5,3938,32742,34339,14.50317
35010,0,1,88.6,.5642422,33.1,822,4592,5224,31.30336
35011,0,1,96.2,.6519367,35,637,3666,4421,32.99667
35012,0,1,98.4,.5768918,38.1,397,2458,3032,33.63685
35013,0,1,88.6,.5889571,22,543,3097,2984,41.36445
35014,0,1,92,.5483432,29.5,361,2203,2621,32.02132
35015,0,1,89.8,.589531,21.1,699,4222,4038,41.1744
35016,0,1,89.6,.5330379,34.4,353,2482,2738,26.37788
35017,0,1,94,.6170799,43.7,271,1452,1585,38.58894
35018,0,1,93.6,.6000637,49.4,2686,25114,23751,14.23886
35019,0,1,87.3,.5864979,22.4,539,3081,3043,45.40808
35020,0,1,90.7,.6099128,36.6,392,2179,2781,27.2598
35021,0,1,93.8,.5970485,30.6,548,3117,3016,32.44043
35022,0,1,88.9,.6199234,26.4,466,2610,2707,45.92416
35023,0,1,91.6,.5639786,32,652,3931,4654,32.06689
35024,0,1,81.7,.5746911,17.2,479,2671,2632,48.9498
35025,0,1,92.2,.6166153,32.3,938,5188,5749,35.95893
35026,0,1,82.5,.5367306,17.9,550,3022,3665,46.38462
35027,0,1,92.9,.6107267,37.8,543,3468,3692,28.90101
35028,0,1,97,.6428462,33.7,1200,6549,7280,37.35949
35029,0,1,91.1,.5748332,17,608,3147,3607,35.31752
35030,0,1,89.7,.5481151,31.6,1641,10319,10374,33.00729
35031,0,1,92,.5595288,36,769,4754,5111,35.90073
35032,0,1,97.7,.606877,37,510,2821,4186,26.49322
35033,0,1,89.6,.6155038,20.9,249,1290,1267,53.39254
35034,0,1,91.3,.5894151,37.4,1006,5933,6835,30.88903
35035,0,1,88.7,.5816643,31.4,648,3545,3657,30.74509
35036,0,1,96,.5606639,40.4,1044,6025,7144,23.49055
35037,0,1,97.3,.612275,39.2,571,3389,4645,29.30333
35038,0,1,97.4,.6606635,37.2,385,2110,2487,26.01921
35039,0,1,88.3,.5456691,37.4,1272,8474,10152,31.88552
35040,0,1,81.9,.5311979,26.2,894,5401,4675,50.77187
35041,0,1,97.8,.6107404,33.4,601,3147,3626,39.31662
35042,0,1,94.5,.5993201,23,385,2059,2295,50.73333
35043,0,1,85.1,.5523666,25,287,1986,1494,63.3156
35044,0,1,0,.5471698,37.9,143,901,920,25.5132
35045,0,1,89.3,.5481403,32,1388,9410,8529,31.68229
35046,0,1,87.5,.4758556,39.8,336,2133,2599,20.61768
35047,0,1,91.9,.5808933,33.2,1706,11441,13718,26.17497
35048,0,1,94.6,.579716,40.6,446,2465,3053,20.80665
35049,0,1,94,.6384449,40.6,758,4630,5957,22.25436
35050,0,1,79.8,.5205857,31.9,1283,7991,9959,22.42896
35051,0,1,94,.493086,47.8,2744,23937,22986,18.48127
35052,0,1,93.7,.5566061,34.9,744,4125,5033,32.1175
35053,0,1,88.5,.5263256,44.6,1439,10655,11130,21.1463
36001,0,1,84.7,.536747,23.7,1509,8749,11242,47.09843
36002,0,1,90.2,.5200937,43.7,6345,47353,56826,18.96083
36003,0,1,90,.5167246,46.5,2479,17818,21359,15.73239
36004,0,1,91.7,.5423838,43,6002,41950,51732,16.73923
36005,0,1,92,.6663674,40.8,2637,23388,24080,32.39016
36006,0,1,93.5,.5435205,43.2,2196,16498,19577,16.58726
36007,0,1,90,.5320343,33.7,5221,34744,50079,23.31113
36008,0,1,86,.5278228,30.4,1733,11106,14011,31.77798
36009,0,1,87,.5175086,37.9,11579,99637,103120,13.15817
36010,0,1,91.3,.5441327,36.8,1525,9766,11093,21.32599
36011,0,1,89.2,.5251667,40.9,2082,13649,16053,24.04453
36012,0,1,90.1,.545172,41.4,7687,59849,72923,17.40034
36013,0,1,85.2,.5109164,35.7,4967,40856,39952,15.30284
36014,0,1,90.5,.5345039,44.5,1912,13897,16322,25.22026
36015,0,1,90.7,.5268662,37,6689,47811,60294,19.10759
36016,0,1,89.1,.5129724,39.5,2081,14184,18596,23.65746
36017,0,1,93.7,.516669,45.9,2964,21447,25755,15.66164
36018,0,1,90.2,.5363493,42.4,89600,714525,964102,12.17287
36019,0,1,90.4,.5235385,39.3,3061,20732,25230,20.37938
36020,0,1,87.1,.5387183,44,2016,14980,16347,15.91926
36021,0,1,88.7,.5663517,48.8,2556,17671,18695,18.87563
36022,0,1,90.1,.5159685,42.7,4127,30748,37585,13.96296
36023,0,1,86.9,.5036831,41.3,4810,29866,34830,17.653
36024,0,1,84.7,.4997332,35.8,1616,11246,13780,30.62788
36025,0,1,87.9,.5075923,49.6,34784,329280,369764,15.25831
36026,0,1,92.1,.5566684,45.1,2062,13579,15551,13.95825
36027,0,1,79,.494471,28,1993,12118,14377,35.3307
36028,0,1,86.5,.5508139,52.5,3300,23222,24189,13.24989
36029,0,1,90.8,.5308667,52.9,5561,49568,47026,13.08076
36030,0,1,78.8,.4714453,35.2,2324,15374,23662,25.30254
36031,0,1,87.7,.5259266,39.2,45984,383892,490188,15.99183
36032,0,1,95.7,.5448615,51,3288,24219,29571,15.71793
36033,0,1,88.2,.5583189,43.4,1939,13872,15949,27.07512
36034,0,1,88.8,.5232469,36.1,1232,7872,10328,26.63328
36035,0,1,86.6,.5131145,42.8,1644,11514,13730,15.24112
36036,0,1,86.9,.5188206,35.4,2048,12752,16997,34.74773
36037,0,1,85.5,.5032237,30.9,1388,9151,11083,28.91763
36038,0,1,62.3,.450019,28.2,1556,10544,10716,35.61587
36039,0,1,91.4,.5356592,43.7,3069,22042,25130,16.93142
36040,0,1,87.9,.5558884,31.4,2158,13688,15826,33.50375
36041,0,1,90.7,.5237688,36.3,6035,44407,56509,16.40522
36042,0,1,92.9,.5621784,45.6,2503,17297,22066,18.21496
36043,0,1,91.8,.5029547,50.4,8447,72766,77942,7.213184
36044,0,1,83.2,.504805,31.2,3860,26535,29542,28.4486
36045,0,1,92,.5191905,43.9,5338,41557,49519,15.56817
36046,0,1,92,.5245458,45.4,2364,15522,19407,22.49682
36047,0,1,90.1,.5291862,42.7,12583,104844,113578,13.44151
36048,0,1,92,.5517761,40.9,25740,199851,260833,14.70155
36049,0,1,83.5,.4743771,33.5,1679,12762,14533,22.22495
36050,0,1,91.4,.5457388,39.6,16747,132404,173223,14.58897
36051,0,1,90.8,.481091,41.6,3653,27791,33596,16.76583
36052,0,1,93.2,.5204461,48.8,3814,31473,34160,11.81643
36053,0,1,90,.53724,30.2,1615,9761,12424,38.98547
36054,0,1,88.6,.5449464,36.9,2091,15029,16895,21.53793
36055,0,1,92.9,.5336079,43.4,4731,33504,40182,14.22405
36056,0,1,87.3,.5164819,31.7,1074,6674,8658,34.7382
36057,0,1,89.3,.5074443,44.9,29414,249588,288243,13.20113
36058,0,1,91.6,.5487031,36.2,897,5513,7200,29.99676
36059,0,1,93.7,.5515052,42.8,1480,9135,10365,18.6742
36060,0,1,89.7,.5335702,37.6,4757,35746,43919,21.02139
36061,0,1,93.9,.5501939,33.6,695,4642,6283,32.79509
36062,0,1,96.3,.5440546,39.7,2262,16105,19327,15.72918
36063,0,1,88.3,.536826,40.2,1135,7807,8806,21.762
36064,0,1,86.6,.5344743,34,1902,12154,15604,28.05412
36065,0,1,75.4,.4124613,35.7,2517,18072,18748,24.35753
36066,0,1,87.8,.5434938,30,1529,9783,9574,40.46166
36067,0,1,91.6,.577834,46.1,5460,47460,44640,13.51594
36068,0,1,90.2,.5261329,41,2222,15536,17181,19.36459
36069,0,1,93.2,.5396364,39.7,1850,13422,14143,24.71793
36070,0,1,88.9,.4619776,41.5,7005,57282,62943,13.70742
36071,0,1,84.4,.4681292,34.7,4030,28945,32799,24.96835
36072,0,1,92,.5465558,44.1,3597,26087,30258,15.21751
36073,0,1,89.2,.5300198,29.7,5894,38408,46344,30.04682
36074,0,1,92.8,.5560559,43.1,3812,27535,31398,17.59996
36075,0,1,91.4,.5105656,38.2,2242,15806,17637,20.44586
36076,0,1,89.8,.5153053,41.2,20468,153868,190729,13.8235
36077,0,1,91.4,.5360143,44.5,29499,233255,287088,11.11549
36078,0,1,90.5,.5149746,42.3,12352,97298,113611,13.19107
36079,0,1,90,.5216947,36.3,4800,34271,43420,18.37596
